"Probe","Entrez","Symbol","pVal","logFC","CI.L","CI.R","AveExpr","IQR","Z"
"202365_at","84747","UNC119B",0.000383667895005327,0.553617486816272,0.340548812189579,0.766686161442965,7.94753857935151,0.519563284148923,5.09267857445974
"218032_at","8303","SNN",0.000384251448199204,0.59577244365427,0.366425178810052,0.825119708498488,10.2565710109535,0.52472999833925,5.09146682152729
"200618_at","3927","LASP1",0.000390654895501589,0.497733433373416,0.305630361389356,0.689836505357477,8.78011469845404,0.339982777806975,5.07830259733088
"215985_at","80862","ZNRD1ASP",0.000403746731853105,-0.777401081525037,-1.07899857795908,-0.475803585090992,4.77884979993356,1.27468357320896,-5.05211793136449
"218732_at","51651","PTRH2",0.000408165980076067,0.263960996546125,0.161380552938908,0.366541440153342,6.98242103401201,0.277785890338142,5.04349108891947
"222895_s_at","64919","BCL11B",0.00041483863442467,0.693770200242656,0.423469748380055,0.964070652105257,6.49675803969164,0.616642645352311,5.03065970887394
"228946_at","27152","INTU",0.000426535658400838,-1.65870866281516,-2.30779184047345,-1.00962548515687,4.38152386608639,1.22227165609567,-5.0087093473084
"237154_at","101930114","HSD11B1-AS1",0.000432043936519541,-0.382172567064701,-0.532026093284209,-0.232319040845192,5.20678943353495,0.224482039951274,-4.99860263781566
"215023_s_at","5189","PEX1",0.000435258912801747,-0.822639241325164,-1.1455808280621,-0.499697654588231,5.4735083299083,0.784852410184198,-4.99276952618291
"226137_at","463","ZFHX3",0.000439905466504561,0.983705363257563,0.596887760085837,1.37052296642929,6.41005865607005,0.923931457339518,4.984422880902
"225232_at","54545","MTMR12",0.000444026170509639,0.954793608706396,0.578792592995824,1.33079462441697,8.86191628619855,0.38945357025349,4.97710217491818
"212936_at","83989","FAM172A",0.000445746312569405,0.496183421205076,0.300665504548596,0.691701337861556,8.24402597986813,0.622680839701621,4.97406847511904
"205230_at","22895","RPH3A",0.000465384403395613,-1.75970173559226,-2.45783683223568,-1.06156663894883,7.62459579782683,1.32998458696941,-4.94032661922228
"205932_s_at","4487","MSX1",0.000493536178081365,1.03367157969926,0.619747900657935,1.44759525874059,7.37075164815741,1.46276246071994,4.89461318304592
"228314_at","84230","LRRC8C",0.00050629322755883,0.514248878921438,0.307487677030559,0.721010080812318,6.62247819538842,0.517369907057896,4.87484012217129
"231531_at","115795","FANCD2OS",0.000516982430963651,-0.372690439522495,-0.523034031339645,-0.222346847705346,4.50200514413306,0.320707170646631,-4.85869236350628
"233496_s_at","1073","CFL2",0.0005258877279716,-0.63998456581248,-0.898856666808501,-0.381112464816459,8.02800403137561,0.962496174387556,-4.84551925126818
"227213_at","134637","ADAT2",0.000534268464659538,-0.367758852128992,-0.516891024903525,-0.218626679354459,3.75178821380802,0.157243513310992,-4.83334572790396
"208332_at","9081","PRY",0.000538447324630957,-0.496467416970792,-0.698042866680319,-0.294891967261265,4.44194759016352,0.355864960447266,-4.82735441575335
"208259_x_at","3444","IFNA7",0.000545591304849625,-0.238144567900174,-0.335039118156421,-0.141250017643927,3.83056409041086,0.227426508025174,-4.81723019354484
"212184_s_at","23118","TAB2",0.000546785093766485,1.02034972214239,0.605052543034488,1.43564690125029,8.44030182853721,0.725472883552824,4.81555270781043
"1553126_a_at","221074","SLC39A12",0.000547440814496284,1.12647194313412,0.667893896588516,1.58504998967972,8.41534455803195,1.28068723851556,4.81463302740838
"223096_at","51602","NOP58",0.000551288512449255,-0.580315635142818,-0.816821549494544,-0.343809720791091,8.1450945405395,0.556650318578646,-4.80926089310553
"206811_at","114","ADCY8",0.000563437966632102,1.04631907333879,0.618409428498808,1.47422871817877,6.82315349534567,0.68654602006689,4.79256639450352
"230296_at","146177","VWA3A",0.000563859672987543,0.504221142526454,0.297986865498769,0.710455419554139,10.179873479897,0.516556529763662,4.79199410299377
"218670_at","80324","PUS1",0.000567183724257985,-0.421057358597218,-0.593438035920934,-0.248676681273503,5.79059251565011,0.550565708485822,-4.78749959486909
"201681_s_at","9231","DLG5",0.000571448772407845,0.375539724677718,0.221609892811688,0.529469556543749,7.5645345958017,0.376157079332627,4.78177525074502
"232663_s_at","390595","UBAP1L",0.000579738760149038,-0.604037538096558,-0.852196721460666,-0.35587835473245,5.84636113528113,0.479014801683764,-4.77078284438168
"218332_at","55859","BEX1",0.000597459002654273,-0.506110941480536,-0.715042508690477,-0.297179374270595,11.2385552349688,0.925683051626738,-4.74785815541737
"230086_at","23048","FNBP1",0.000613438058721423,-0.844305979106992,-1.19432756949863,-0.494284388715357,6.06821854887058,0.960813633678398,-4.72782183864177
"231729_s_at","828","CAPS",0.000615089642768076,1.19993091436901,0.702264357322892,1.69759747141514,6.07754653044224,1.24708059143586,4.72578387851223
"207100_s_at","6843","VAMP1",0.000623343826237344,-1.10580087458602,-1.56540919717315,-0.6461925519989,7.0415423853418,1.47024517912239,-4.7156885714961
"235215_at","2072","ERCC4",0.000650069395231078,0.692436242521192,0.402688493852787,0.982183991189596,6.12512292802096,0.721357327959669,4.68398819862696
"203706_s_at","8324","FZD7",0.000650241905812374,1.31840772082358,0.766700646170302,1.87011479547685,5.78107256485467,1.05516124712634,4.68378828464037
"202845_s_at","10928","RALBP1",0.000658251577677284,0.776263348500395,0.450783983745416,1.10174271325537,8.83620255227777,0.451364326718469,4.6745702733141
"225145_at","57727","NCOA5",0.000676783064526352,0.657815638781149,0.380763855632751,0.934867421929547,6.27727972260524,0.440546428006993,4.65370999370342
"210409_at","653483","AFDN-DT",0.000682196488695372,-0.445016597064527,-0.632684888363736,-0.257348305765319,3.99156856572604,0.217001322427614,-4.64773523650743
"226178_at","122809","SOCS4",0.000690745013578005,0.797016704951719,0.460230170092843,1.1338032398106,7.13268474846231,0.514380284858479,4.63840617131545
"1556721_at","284805","C20orf203",0.000690883363878738,-0.538197592783184,-0.765625149044854,-0.310770036521515,4.17576154611585,0.353975825070542,-4.63825623945653
"210232_at","998","CDC42",0.000714305740163889,-0.800542218546181,-1.14065646769941,-0.460427969392948,6.22767306021713,1.67144483485417,-4.61334022981086
"225475_at","57708","MIER1",0.000720456014961958,0.479961323554103,0.275764454560519,0.684158192547688,7.97333661404778,0.536375233588895,4.60694720150483
"213905_x_at","633","BGN",0.000726258012679777,0.969225968955604,0.556338599898941,1.38211333801227,7.77293675502833,0.775061541299765,4.60097121278678
"217028_at","7852","CXCR4",0.000747214056021883,0.952506049055144,0.544867146824573,1.36014495128571,6.0149888605872,0.538736868304579,4.57981769142367
"228581_at","3766","KCNJ10",0.000755052263892464,0.746522450833726,0.426496094680374,1.06654880698708,9.07437996043839,0.573022992227287,4.57207344176666
"239303_at","55124","PIWIL2",0.000765858204404037,-0.537217532157419,-0.768048797785862,-0.306386266528975,3.97147568096635,0.41390355279356,-4.56154134996345
"205573_s_at","51375","SNX7",0.000770043910728597,1.00384870435044,0.572133731671328,1.43556367702954,7.19736765901988,0.72991990342154,4.55750572725523
"222811_at","55783","CMTR2",0.000789985393019742,0.779426304998546,0.442830548453252,1.11602206154384,4.97213591123954,0.500871165855092,4.5386061116061
"203095_at","4528","MTIF2",0.000808374469845624,0.408110626923312,0.231206438648679,0.585014815197945,6.88291343293299,0.636845670045777,4.52163872755743
"209290_s_at","4781","NFIB",0.000812343067799393,0.588663401084672,0.33329113860389,0.844035663565454,9.59672325774054,0.670408085184445,4.51803283143479
"221645_s_at","55769","ZNF83",0.000836977355372722,-1.18496041553999,-1.70152695118095,-0.668393879899042,5.76854840906906,1.63082667990105,-4.49607602160407
"1569727_at","101927701","LINC01812",0.000840702005395938,-0.289718451712387,-0.41610864225757,-0.163328261167203,3.78180545550077,0.197565945782971,-4.49281833429373
"200978_at","4190","MDH1",0.000842224552163333,-0.430220633102791,-0.617960604863969,-0.242480661341614,10.779521982748,1.08875098140918,-4.49149125234843
"207826_s_at","3399","ID3",0.000843560775448464,0.739652595084382,0.416798931952086,1.06250625821668,8.00186777946251,1.1087865371832,4.49032875235283
"203186_s_at","6275","S100A4",0.000858085578934903,1.55127442006407,0.872261728245164,2.23028711188298,7.07089494399827,1.08300070191276,4.47782184333084
"212150_at","23167","EFR3A",0.000859405064178079,0.697495359589735,0.392116008262797,1.00287471091667,8.63491024687869,0.431077664473657,4.47669725819898
"232434_at","729582","DIRC3",0.000859455678952655,-0.448156965065638,-0.644372178615716,-0.25194175151556,4.97168678769466,0.178788567683251,-4.47665415762712
"1554057_at","645676","ASH1L-AS1",0.000862879877446744,-0.617028481940787,-0.887355887766906,-0.346701076114669,5.38974635826567,0.573557739443835,-4.47374479442104
"234341_x_at","91548","LOC91548",0.00086596455054465,0.24434152574568,0.137230151796698,0.351452899694661,8.71462838628548,0.282131124371395,4.47113478993971
"221760_at","4121","MAN1A1",0.000867574765577879,1.01157317411211,0.567997649758804,1.45514869846542,6.72287181815091,0.479717638621172,4.4697764245453
"201344_at","7322","UBE2D2",0.000870814155328796,0.557523865978182,0.312900174105612,0.802147557850751,6.67547565922054,0.465269747312893,4.46705210338529
"200028_s_at","56910","STARD7",0.000876414631151455,0.443528223951374,0.248717924560645,0.638338523342104,10.1146175131509,0.397743989774401,4.46236837407202
"1563495_at","284525","SLC9C2",0.000889224131956586,-0.141325102170284,-0.203546794782882,-0.0791034095576856,3.71082337440291,0.0814393487999352,-4.45177861004816
"214945_at","202134","FAM153B",0.000890604672234233,-1.17686643494193,-1.69514120019832,-0.658591669685534,6.64640134788724,1.21840927133427,-4.45064735371607
"242048_at","10471","PFDN6",0.000894917693366019,-0.337384200399217,-0.48608093161206,-0.188687469186374,4.95844411197946,0.30628318650507,-4.44712555137427
"228073_at","140838","NANP",0.000902824104728504,0.574643047623118,0.321012801387293,0.828273293858944,5.63017259107362,0.337934576014523,4.44071789566484
"227753_at","135932","TMEM139",0.000914385902936243,-0.40912108386346,-0.590072199179144,-0.228169968547777,4.28352697332644,0.238803197059334,-4.43145831388463
"1555131_a_at","8863","PER3",0.000915745291906468,-1.00515120460087,-1.44983026304879,-0.56047214615295,5.61334098948766,0.745906448729013,-4.43037809761945
"1561232_at","100270680","CASC11",0.000919773562755717,-0.227741190901838,-0.328566543191772,-0.126915838611905,3.78477122525077,0.210311579546062,-4.42718744868863
"224662_at","3799","KIF5B",0.000924618846860508,0.456057972646297,0.253978195763379,0.658137749529215,10.3326627324055,0.899684616674175,4.42337001838952
"229517_at","138639","PTPDC1",0.000926410744739451,-0.733902613231603,-1.05919906029882,-0.408606166164384,6.55426382718391,0.597593484791333,-4.42196382684963
"207105_s_at","5296","PIK3R2",0.00093136497518574,0.442982240094006,0.246461823587143,0.639502656600869,6.47527213945184,0.582009370394372,4.4180915449766
"218277_s_at","79665","DHX40",0.000939487138035195,0.387126629572218,0.215140237610031,0.559113021534405,7.0841778886806,0.797238675538245,4.41179203368817
"204859_s_at","317","APAF1",0.000941683063012667,0.31439981844663,0.174669708598366,0.454129928294895,3.82583225445216,0.259810575327796,4.41009918924821
"227195_at","84858","ZNF503",0.000942852924243311,0.459692232904775,0.255347463504518,0.664037002305033,6.97251358144964,0.695726171911958,4.40919911548381
"213073_at","23503","ZFYVE26",0.000950225335311277,0.448867000599848,0.2490785776637,0.648655423535995,6.6736659617387,0.34847414219615,4.4035550621313
"226868_at","283464","GXYLT1",0.000967847618319884,0.562892176141056,0.311592859697176,0.814191492584936,6.34649266923975,0.525844578177288,4.3902573267956
"209033_s_at","1859","DYRK1A",0.000971161449529547,0.401994401076327,0.222425723180539,0.581563078972114,8.96061400410763,0.555719025475589,4.38778653015902
"220068_at","29802","VPREB3",0.000978511272779415,-0.472612939942941,-0.683988933406619,-0.261236946479263,4.25888789042752,0.173533052516557,-4.38233948476907
"225689_at","84892","POMGNT2",0.000982696139770724,0.617463898581424,0.341109044612901,0.893818752549947,7.52699474845422,0.423121572349982,4.37925813077065
"212689_s_at","55818","KDM3A",0.000982928201227444,0.68789175696896,0.380003918087602,0.995779595850318,8.05157832905168,0.608910275790144,4.37908768517066
"218361_at","55204","GOLPH3L",0.000987226755943577,0.720061075479426,0.397542895066897,1.04257925589195,7.5831520566023,0.254514258916479,4.37593845449111
"230852_at","246329","STAC3",0.000994310328352726,0.370312539724721,0.204252408220262,0.53637267122918,5.95785724650827,0.436966012181236,4.37078166375512
"226509_at","121274","ZNF641",0.0010000902482543,0.756812781167359,0.417108719786364,1.09651684254835,7.48017462970138,0.651376106116534,4.36660381703349
"203565_s_at","4331","MNAT1",0.0010208131010122,-0.498625337765228,-0.723198283814034,-0.274052391716422,6.52767740191898,0.684313809996093,-4.35184058995001
"201446_s_at","7072","TIA1",0.00103838692833962,-0.73961836512618,-1.07367211140192,-0.405564618850445,7.47011144645137,1.26976018744109,-4.33957712436707
"1555600_s_at","80832","APOL4",0.00104400984854269,-0.51999341933589,-0.755061977244769,-0.284924861427012,4.15736773639649,0.376519532938884,-4.33570151178372
"205013_s_at","135","ADORA2A",0.00104622299080105,0.689499529426623,0.377694682780941,1.00130437607231,5.58964819305181,0.654858941323542,4.33418239714487
"207646_s_at","9085","CDY1",0.00105599843233865,0.186784031764728,0.102186580115966,0.271381483413489,3.78289591169725,0.204978829913488,4.32751454238665
"209815_at","5727","PTCH1",0.001060865561583,0.554878361455003,0.30337367406689,0.806383048843116,7.84448988966874,0.750550197603319,4.32421995687707
"221989_at","6134","RPL10",0.00106627566442148,-1.19149902727437,-1.73201431710579,-0.65098373744295,6.43364963834329,1.65148412856034,-4.3205773035322
"222201_s_at","9994","CASP8AP2",0.00107137630895255,0.674805444056216,0.368442422773201,0.981168465339231,6.73517308083862,0.62188857078076,4.31716159741212
"213129_s_at","2653","GCSH",0.00108794058603429,-0.682805344015738,-0.993590063093143,-0.372020624938332,9.29060019745716,0.876276516085341,-4.30619136694917
"227782_at","201501","ZBTB7C",0.00109433150070972,0.452013780711527,0.246075752906125,0.657951808516929,6.84287623212819,0.36086958151321,4.30200784010496
"223576_at","51250","C6orf203",0.00110340923830903,0.5996278164758,0.326061704637589,0.873193928314012,7.12482096594034,0.420321882277181,4.2961115044382
"212667_at","6678","SPARC",0.00111752072400298,0.865470767821096,0.469785527934534,1.26115600770766,8.45275103073948,1.42843789905084,4.28705075128822
"206147_x_at","10389","SCML2",0.00112874095254037,-0.333340233811872,-0.485993657751243,-0.1806868098725,7.15932209072839,0.140909558897391,-4.27993582725505
"204973_at","2705","GJB1",0.00115326512519412,-0.632795756711892,-0.92362363647353,-0.341967876950254,7.69878023604381,0.422448444728877,-4.26465194523936
"227111_at","403341","ZBTB34",0.00116345474704624,0.747413680735482,0.403404522644738,1.09142283882623,6.01928514483052,0.432840841340666,4.25840644002597
"208855_s_at","8428","STK24",0.00117389113650092,0.500306842067857,0.269689517721071,0.730924166414643,9.83433382869283,0.393365857343694,4.25207175233046
"239231_at","94039","ZNF101",0.00117676914445452,0.535540375921595,0.288581265276283,0.782499486566907,5.15965891531453,0.333636059218092,4.25033575017149
"206243_at","7079","TIMP4",0.00119104530740896,0.424859667898334,0.228545287004798,0.621174048791869,5.04694243278753,0.291555006155614,4.24179291038457
"203924_at","2939","GSTA2",0.00121439299921681,-0.218820448249254,-0.320258915140352,-0.117381981358156,3.70814763753048,0.0361179940359726,-4.22806152057663
"202484_s_at","8932","MBD2",0.00122772945549223,0.464668769613788,0.248868825560044,0.680468713667531,6.92385429690442,0.556567981355625,4.22034765781129
"1554173_at","124599","CD300LB",0.0012284680897955,-0.38323026772427,-0.561226715184168,-0.205233820264372,6.14439201044495,0.413027611731812,-4.21992312463875
"225180_at","151613","TTC14",0.00126465451074504,-0.891829039196056,-1.30806928396251,-0.475588794429605,6.94363587934207,1.51474966875925,-4.19946158210877
"227341_at","222389","BEND7",0.00127682198080408,0.678488888324456,0.361311400723459,0.995666375925453,5.12872796466746,0.836948262137415,4.19272575482672
"205771_s_at","9465","AKAP7",0.00129822666434377,0.596322727184847,0.316777222145217,0.875868232224477,8.01034194039226,0.341322560693628,4.18104574822838
"202449_s_at","6256","RXRA",0.00131514765435039,0.44015038262413,0.233366399433948,0.646934365814312,8.47126440059479,0.628283431129143,4.17196117723423
"1553280_at","150962","PUS10",0.00132297963244165,-0.353610936231347,-0.519904300171153,-0.187317572291541,3.98131011071541,0.238335919966435,-4.16779971607476
"238478_at","54796","BNC2",0.00132716390303544,0.575279309393719,0.304597816743125,0.845960802044314,3.98295357051315,0.443789100847278,4.16558751531331
"220745_at","29949","IL19",0.00133503721413483,-0.304947003926832,-0.448574045976233,-0.161319961877431,3.97364350106575,0.218019779059336,-4.16144563842658
"204223_at","5549","PRELP",0.00133520790706836,1.77872178112559,0.940943284518055,2.61650027773313,7.80167614338051,1.24123867255556,4.16135614022489
"1562433_at","379034","LINC01181",0.0013481028191482,-0.43885166242651,-0.6458855070251,-0.23181781782792,3.86786182680203,0.266552123277059,-4.15463114266979
"212993_at","138151","NACC2",0.00137623124483125,0.65926457688094,0.347164323104764,0.971364830657117,10.0052045691405,0.724227235768,4.14020352451657
"224610_at","23642","SNHG1",0.00138025394273126,-0.946155821100784,-1.39429277199505,-0.498018870206517,6.62357620500783,1.22951329626284,-4.13816670474709
